id,title,category,year,decade,start_date,end_date,lat,lon,regions,deaths,injuries,evacuated,homeless,insured_cost,homes_destroyed,buildings_destroyed,impact_score,url
251,Environmental - Heatwave Dec 1911,Environmental,1911,1910,12/1/1911 0:00,2/28/1912 0:00,-27.15840912,132.7209015,Northern Territory;Queensland;New South Wales;Australian Capital Territory;South Australia;Western Australia;Tasmania;Victoria,143.0,0.0,0.0,0.0,0.0,0.0,0.0,1430.0,http://www.emknowledge.gov.au/resource/?id=251
254,Flood - Woden Valley,Flood,1971,1970,1/26/1971 0:00,1/26/1971 0:00,-35.36168671,149.07164,Australian Capital Territory,7.0,15.0,0.0,0.0,0.0,0.0,0.0,100.0,http://www.emknowledge.gov.au/resource/?id=254
257,Cyclone Agnes,Cyclone,1956,1950,3/6/1956 0:00,3/7/1956 0:00,-19.25200272,146.8206024,Queensland,4.0,0.0,0.0,0.0,0.0,20.0,0.0,80.0,http://www.emknowledge.gov.au/resource/?id=257
262,Flood - Sydney Aug 1986,Flood,1986,1980,8/4/1986 0:00,8/6/1986 0:00,-34.42443466,150.8930969,New South Wales,6.0,0.0,0.0,0.0,35000000.0,0.0,0.0,60.0,http://www.emknowledge.gov.au/resource/?id=262
265,"Flood - Gnarr Creek, Ballarat",Flood,1991,1990,12/16/1991 0:00,12/18/1991 0:00,-37.56203079,143.8566589,Victoria,0.0,0.0,0.0,220.0,24000000.0,0.0,0.0,44.0,http://www.emknowledge.gov.au/resource/?id=265
269,"Flood - Grafton, Kempsey and North Coast New South Wales",Flood,2001,2000,3/5/2001 0:00,3/12/2001 0:00,-29.69111061,152.9332886,New South Wales,0.0,0.0,3000.0,250.0,25000000.0,0.0,0.0,200.0,http://www.emknowledge.gov.au/resource/?id=269
271,Cyclone Hazel,Cyclone,1979,1970,3/1/1979 0:00,3/1/1979 0:00,-24.88456726,113.6291885,Western Australia,15.0,5.0,0.0,0.0,15000000.0,0.0,0.0,160.0,http://www.emknowledge.gov.au/resource/?id=271
280,Hail - Brisbane and Region,Hail,1998,1990,12/16/1998 0:00,12/16/1998 0:00,-27.41870308,153.0553284,Queensland,0.0,0.0,0.0,0.0,76000000.0,0.0,0.0,0.0,http://www.emknowledge.gov.au/resource/?id=280
288,Environmental - World War II Drought,Environmental,1939,1930,1/1/1939 0:00,6/30/1945 0:00,-35.11990738,147.3596191,Northern Territory;Queensland;New South Wales;Australian Capital Territory;South Australia;Western Australia;Tasmania;Victoria,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,http://www.emknowledge.gov.au/resource/?id=288
295,Bushfire - Gippsland February 1932,Bushfire,1932,1930,2/4/1932 0:00,2/28/1932 0:00,-37.0245285,145.1369171,Victoria,9.0,0.0,0.0,0.0,0.0,0.0,0.0,90.0,http://www.emknowledge.gov.au/resource/?id=295
301,Flood - Eastern New South Wales,Flood,1950,1950,6/1/1950 0:00,6/30/1950 0:00,-30.89574432,153.0127716,New South Wales,5.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,http://www.emknowledge.gov.au/resource/?id=301
302,Severe Storm - Sydney and Blue Mountains,Severe Storm,1994,1990,11/20/1994 0:00,11/20/1994 0:00,-33.91601181,150.9922791,New South Wales,2.0,2.0,0.0,0.0,29000000.0,0.0,0.0,24.0,http://www.emknowledge.gov.au/resource/?id=302
303,Cyclone Ada,Cyclone,1970,1970,1/17/1970 0:00,1/19/1970 0:00,-20.26155281,148.9804535,Queensland,14.0,0.0,0.0,0.0,12000000.0,0.0,0.0,140.0,http://www.emknowledge.gov.au/resource/?id=303
304,"Severe Storm - Perth, Mandurah and South-West Coast",Severe Storm,1994,1990,5/23/1994 0:00,5/24/1994 0:00,-32.53684616,115.7422714,Western Australia,0.0,0.0,0.0,200.0,37000000.0,0.0,0.0,40.0,http://www.emknowledge.gov.au/resource/?id=304
307,Flood - Alice Springs and Central Northern Territory,Flood,1988,1980,3/31/1988 0:00,4/2/1988 0:00,-23.49347687,132.8082275,Northern Territory,3.0,0.0,300.0,0.0,10000000.0,0.0,0.0,45.0,http://www.emknowledge.gov.au/resource/?id=307
308,"Environmental - Heatwave, South-East Queensland",Environmental,2000,2000,1/20/2000 0:00,1/24/2000 0:00,-27.4644146,153.0340576,Queensland,22.0,350.0,0.0,0.0,0.0,0.0,0.0,920.0,http://www.emknowledge.gov.au/resource/?id=308
309,Bushfire - Western Districts and Streatham,Bushfire,1977,1970,2/12/1977 0:00,2/12/1977 0:00,-37.67930603,143.0588379,Victoria,4.0,0.0,0.0,350.0,9000000.0,116.0,340.0,1022.0,http://www.emknowledge.gov.au/resource/?id=309
313,Severe Storm - Sydney and Region 1998,Severe Storm,1998,1990,2/4/1998 0:00,2/4/1998 0:00,-34.8499794,150.7465363,New South Wales,0.0,1.0,0.0,0.0,12000000.0,0.0,0.0,2.0,http://www.emknowledge.gov.au/resource/?id=313
314,Flood - Widespread Queensland,Flood,1930,1930,1/20/1930 0:00,1/30/1930 0:00,-21.14026833,149.1857605,Queensland,6.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,http://www.emknowledge.gov.au/resource/?id=314
315,Landslide - Thredbo,Landslide,1997,1990,7/30/1997 0:00,7/30/1997 0:00,-36.50453186,148.3059845,New South Wales,18.0,1.0,0.0,0.0,0.0,0.0,2.0,186.0,http://www.emknowledge.gov.au/resource/?id=315
317,"Flood - Toowoomba, Miles, Cairns, and Townsville",Flood,1927,1920,2/10/1927 0:00,2/17/1927 0:00,-16.92245293,145.7740326,Queensland,47.0,0.0,0.0,0.0,0.0,16.0,0.0,502.0,http://www.emknowledge.gov.au/resource/?id=317
319,"Severe Storm - Sydney, Wollongong and South Coast",Severe Storm,1999,1990,10/24/1999 0:00,10/24/1999 0:00,-31.63124084,152.7038727,New South Wales,0.0,0.0,0.0,0.0,45000000.0,0.0,0.0,0.0,http://www.emknowledge.gov.au/resource/?id=319
320,Bushfire - Longwood District,Bushfire,1965,1960,1/17/1965 0:00,1/17/1965 0:00,-36.80660629,145.4255676,Victoria,7.0,0.0,0.0,0.0,0.0,6.0,0.0,82.0,http://www.emknowledge.gov.au/resource/?id=320
321,Environmental - National Drought,Environmental,1958,1950,1/1/1958 0:00,9/1/1968 0:00,-23.70033646,133.880722,Northern Territory;Queensland;New South Wales;Australian Capital Territory;South Australia;Western Australia;Tasmania;Victoria,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,http://www.emknowledge.gov.au/resource/?id=321
322,Flood - South-East Queensland Feb 1928,Flood,1928,1920,2/14/1928 0:00,2/22/1928 0:00,-27.47046852,153.0235443,Queensland,5.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,http://www.emknowledge.gov.au/resource/?id=322
326,Flood - Tasmania,Flood,1929,1920,4/3/1929 0:00,4/6/1929 0:00,-41.05178452,145.9071045,Tasmania,22.0,0.0,0.0,0.0,0.0,0.0,100.0,420.0,http://www.emknowledge.gov.au/resource/?id=326
328,Flood - Sydney Mar 1975,Flood,1975,1970,3/9/1975 0:00,3/9/1975 0:00,-33.85963821,151.2046814,New South Wales,0.0,0.0,0.0,0.0,15000000.0,0.0,0.0,0.0,http://www.emknowledge.gov.au/resource/?id=328
330,Bushfire - Central Western New South Wales and Southern Queensland,Bushfire,1926,1920,10/1/1926 0:00,12/17/1926 0:00,-33.15795898,148.0520935,Queensland;New South Wales,8.0,0.0,0.0,0.0,0.0,0.0,0.0,80.0,http://www.emknowledge.gov.au/resource/?id=330
333,Severe Storm - New England and Hunter Valley,Severe Storm,1996,1990,11/17/1996 0:00,11/17/1996 0:00,-31.09020615,150.9302979,New South Wales,1.0,0.0,0.0,0.0,10000000.0,0.0,0.0,10.0,http://www.emknowledge.gov.au/resource/?id=333
334,"Flood - Queensland, Northern Territory and Western Australia",Flood,1973,1970,3/2/1973 0:00,3/30/1973 0:00,-16.92290306,145.773941,Queensland,0.0,0.0,0.0,0.0,30000000.0,0.0,0.0,0.0,http://www.emknowledge.gov.au/resource/?id=334
336,Bushfire - Sydney and Region,Bushfire,1979,1970,12/1/1979 0:00,2/1/1980 0:00,-33.6717186,151.1949921,New South Wales,5.0,0.0,0.0,0.0,0.0,28.0,0.0,106.0,http://www.emknowledge.gov.au/resource/?id=336
337,Flood - Katherine Floods,Flood,1998,1990,1/25/1998 0:00,2/2/1998 0:00,-14.46360493,132.2644043,Northern Territory,3.0,30.0,2000.0,3600.0,70000000.0,0.0,0.0,910.0,http://www.emknowledge.gov.au/resource/?id=337
338,Severe Storm - Hunter Valley and Mid-North Coast,Severe Storm,1995,1990,11/30/1995 0:00,11/30/1995 0:00,-32.76039124,151.6027374,New South Wales,0.0,0.0,0.0,0.0,10000000.0,0.0,0.0,0.0,http://www.emknowledge.gov.au/resource/?id=338
340,Severe Storm - Sydney Jan 1991,Severe Storm,1991,1990,1/21/1991 0:00,1/21/1991 0:00,-33.8731575,151.2069397,New South Wales,1.0,100.0,0.0,0.0,138400000.0,20.0,0.0,250.0,http://www.emknowledge.gov.au/resource/?id=340
343,Cyclone - Rockhampton,Cyclone,1949,1940,3/2/1949 0:00,3/3/1949 0:00,-23.66465187,150.8230591,Queensland,4.0,0.0,0.0,300.0,0.0,1500.0,0.0,3100.0,http://www.emknowledge.gov.au/resource/?id=343
345,Cyclone Vance,Cyclone,1999,1990,3/18/1999 0:00,3/24/1999 0:00,-12.46484184,130.837616,Western Australia,0.0,0.0,0.0,0.0,35000000.0,112.0,0.0,224.0,http://www.emknowledge.gov.au/resource/?id=345
346,Flood - Queensland South Coast,Flood,1928,1920,4/18/1928 0:00,4/24/1928 0:00,-23.71833229,150.371933,New South Wales;Queensland,9.0,0.0,0.0,0.0,0.0,0.0,0.0,90.0,http://www.emknowledge.gov.au/resource/?id=346
347,Bushfire - Sydney and Southern Regions,Bushfire,1983,1980,1/1/1983 0:00,1/31/1983 0:00,-34.05809784,151.0814514,New South Wales,3.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,http://www.emknowledge.gov.au/resource/?id=347
350,Bushfire - Black Friday,Bushfire,1939,1930,1/13/1939 0:00,1/20/1939 0:00,-37.56360245,145.4637756,Australian Capital Territory;New South Wales;Victoria;South Australia;Tasmania,71.0,0.0,0.0,0.0,0.0,1000.0,0.0,2710.0,http://www.emknowledge.gov.au/resource/?id=350
351,Bushfire - Gippsland February 1965,Bushfire,1965,1960,2/15/1965 0:00,3/13/1965 0:00,-37.0245285,145.1369171,Victoria,3.0,0.0,0.0,0.0,0.0,0.0,60.0,150.0,http://www.emknowledge.gov.au/resource/?id=351
352,Cyclone - Mackay 1955,Cyclone,1955,1950,3/7/1955 0:00,3/7/1955 0:00,-21.13790703,149.1849823,Queensland,8.0,0.0,0.0,0.0,0.0,0.0,0.0,80.0,http://www.emknowledge.gov.au/resource/?id=352
354,Severe Storm - Casino and Region,Severe Storm,2001,2000,1/17/2001 0:00,1/17/2001 0:00,-28.86076164,153.0458984,New South Wales,0.0,0.0,0.0,0.0,35000000.0,0.0,0.0,0.0,http://www.emknowledge.gov.au/resource/?id=354
355,Earthquake - Meckering and Region,Earthquake,1968,1960,10/14/1968 0:00,10/14/1968 0:00,-31.62678337,117.0074844,Western Australia,0.0,20.0,0.0,0.0,1500000.0,0.0,0.0,40.0,http://www.emknowledge.gov.au/resource/?id=355
358,Severe Storm - South Eastern Australia Nov 1994,Severe Storm,1994,1990,11/6/1994 0:00,11/8/1994 0:00,-37.8119545,144.9635773,Australian Capital Territory;New South Wales;Victoria,1.0,50.0,0.0,100.0,0.0,0.0,0.0,130.0,http://www.emknowledge.gov.au/resource/?id=358
360,Cyclone - Balla Balla,Cyclone,1912,1910,3/20/1912 0:00,3/22/1912 0:00,-20.6311779,117.7265778,Western Australia,173.0,0.0,0.0,0.0,0.0,0.0,0.0,1730.0,http://www.emknowledge.gov.au/resource/?id=360
361,Flood - Dalby,Flood,1981,1980,2/1/1981 0:00,2/1/1981 0:00,-27.17769051,151.2635345,Queensland,1.0,5.0,0.0,0.0,20000000.0,0.0,0.0,20.0,http://www.emknowledge.gov.au/resource/?id=361
362,Cyclone - Innisfail,Cyclone,1918,1910,3/10/1918 0:00,3/10/1918 0:00,-17.52427864,146.0322876,Queensland,37.0,0.0,0.0,0.0,0.0,0.0,0.0,370.0,http://www.emknowledge.gov.au/resource/?id=362
365,Flood - Central Coast,Flood,1958,1950,2/16/1958 0:00,2/24/1958 0:00,-33.39017487,151.4781189,Queensland,3.0,0.0,0.0,0.0,0.0,20.0,0.0,70.0,http://www.emknowledge.gov.au/resource/?id=365
374,"Bushfire - North-Eastern Victoria, Alpine Region",Bushfire,2003,2000,1/8/2003 0:00,3/19/2003 0:00,-36.72137451,146.7861481,Victoria,0.0,0.0,0.0,0.0,12000000.0,41.0,213.0,508.0,http://www.emknowledge.gov.au/resource/?id=374
376,Severe Storm - South Eastern Australia,Severe Storm,2003,2000,8/24/2003 0:00,8/24/2003 0:00,-37.8119545,144.9635773,Australian Capital Territory;New South Wales;Victoria;Tasmania,1.0,4.0,0.0,0.0,25000000.0,0.0,0.0,18.0,http://www.emknowledge.gov.au/resource/?id=376
377,Hail - South-East Queensland,Hail,2004,2000,1/24/2004 0:00,1/31/2004 0:00,-28.13527489,153.486557,Queensland,1.0,3.0,0.0,0.0,28500000.0,0.0,0.0,16.0,http://www.emknowledge.gov.au/resource/?id=377
378,Bushfire - Eyre Peninsula,Bushfire,2005,2000,1/10/2005 0:00,1/12/2005 0:00,-34.71579361,135.8571014,South Australia,9.0,110.0,0.0,0.0,27700000.0,79.0,0.0,468.0,http://www.emknowledge.gov.au/resource/?id=378
379,"Severe Storm - New South Wales, Victoria, Australian Capital Territory, Tasmania and South Australia",Severe Storm,2005,2000,2/1/2005 0:00,2/3/2005 0:00,-33.71191788,150.9577332,Australian Capital Territory;New South Wales;Victoria;South Australia,0.0,0.0,0.0,0.0,216700000.0,0.0,0.0,0.0,http://www.emknowledge.gov.au/resource/?id=379
384,Severe Storm - Sydney Feb 2002,Severe Storm,2002,2000,2/16/2002 0:00,2/16/2002 0:00,-33.71273804,151.2968445,New South Wales,0.0,0.0,0.0,0.0,10000000.0,0.0,0.0,0.0,http://www.emknowledge.gov.au/resource/?id=384
386,Cyclone Tracy,Cyclone,1974,1970,12/25/1974 0:00,12/25/1974 0:00,-12.46484184,130.837616,Northern Territory,71.0,650.0,35362.0,41000.0,200000000.0,5000.0,0.0,21978.1,http://www.emknowledge.gov.au/resource/?id=386
391,"Severe Storm - South-East Queensland, Northern New South Wales, Northern Western Australia. Northern Territory",Severe Storm,2004,2000,3/3/2004 0:00,3/31/2004 0:00,-28.80579758,153.2768707,Northern Territory;Queensland;New South Wales;Western Australia,3.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,http://www.emknowledge.gov.au/resource/?id=391
398,Severe Storm - Bunbury and South Perth,Severe Storm,2005,2000,5/16/2005 0:00,5/16/2005 0:00,-32.0274353,115.7822495,Western Australia,0.0,0.0,0.0,0.0,53200000.0,0.0,0.0,0.0,http://www.emknowledge.gov.au/resource/?id=398
399,Hail - Brisbane,Hail,2005,2000,5/19/2005 0:00,5/19/2005 0:00,-27.47093391,153.0234985,Queensland,0.0,0.0,0.0,0.0,17600000.0,0.0,0.0,0.0,http://www.emknowledge.gov.au/resource/?id=399
402,Hail - Gold Coast,Hail,2005,2000,10/12/2005 0:00,10/12/2005 0:00,-27.92241287,153.3378754,Queensland,0.0,0.0,0.0,0.0,61000000.0,500.0,0.0,1000.0,http://www.emknowledge.gov.au/resource/?id=402
404,Hail - Lake Grace,Hail,2005,2000,10/16/2005 0:00,10/16/2005 0:00,-33.10052109,118.4666214,Western Australia,0.0,0.0,0.0,0.0,10000000.0,0.0,0.0,0.0,http://www.emknowledge.gov.au/resource/?id=404
405,Bushfire - Blue Mountains and Sydney Region,Bushfire,1957,1950,11/30/1957 0:00,12/4/1957 0:00,-33.71252823,150.3315277,New South Wales,4.0,0.0,0.0,0.0,0.0,158.0,0.0,356.0,http://www.emknowledge.gov.au/resource/?id=405
409,Cyclone - Cooktown,Cyclone,1907,1900,1/19/1907 0:00,1/19/1907 0:00,-15.46823978,145.254364,Queensland,9.0,0.0,0.0,0.0,0.0,0.0,0.0,90.0,http://www.emknowledge.gov.au/resource/?id=409
411,"Environmental - Heatwave, Townsville",Environmental,1994,1990,1/6/1994 0:00,1/10/1994 0:00,-19.25743103,146.8178558,Queensland,3.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,http://www.emknowledge.gov.au/resource/?id=411
414,Flood - Clermont and Peak Downs Dec 1916,Flood,1916,1910,12/27/1916 0:00,12/27/1916 0:00,-22.81669426,147.6480103,Queensland,61.0,0.0,0.0,0.0,0.0,0.0,0.0,610.0,http://www.emknowledge.gov.au/resource/?id=414
415,Severe Storm - Sydney Jan 1977,Severe Storm,1977,1970,1/21/1977 0:00,1/21/1977 0:00,-33.80190277,150.9441681,New South Wales,1.0,0.0,0.0,0.0,15000000.0,0.0,0.0,10.0,http://www.emknowledge.gov.au/resource/?id=415
416,Flood - Hunter Valley,Flood,1955,1950,2/22/1955 0:00,2/28/1955 0:00,-31.82798195,147.7187347,New South Wales,24.0,0.0,40000.0,15000.0,0.0,58.0,0.0,5356.0,http://www.emknowledge.gov.au/resource/?id=416
424,Severe Storm - Eastern New South Wales,Severe Storm,2001,2000,11/18/2001 0:00,11/21/2001 0:00,-32.72064972,152.1438293,New South Wales,3.0,0.0,0.0,0.0,30000000.0,0.0,0.0,30.0,http://www.emknowledge.gov.au/resource/?id=424
427,Bushfire - North-Western Regions,Bushfire,1984,1980,9/1/1984 0:00,2/1/1985 0:00,-31.49797058,145.8381958,New South Wales,4.0,0.0,0.0,0.0,25000000.0,0.0,0.0,40.0,http://www.emknowledge.gov.au/resource/?id=427
428,Severe Storm - Sydney Apr 1998,Severe Storm,1998,1990,4/9/1998 0:00,4/10/1998 0:00,-33.91579819,151.0357513,New South Wales,1.0,0.0,0.0,0.0,10000000.0,0.0,0.0,10.0,http://www.emknowledge.gov.au/resource/?id=428
429,Severe Storm - Orbost,Severe Storm,1991,1990,1/24/1991 0:00,1/24/1991 0:00,-37.70148087,148.4568787,Victoria,0.0,0.0,0.0,0.0,12000000.0,0.0,0.0,0.0,http://www.emknowledge.gov.au/resource/?id=429
433,Cyclone - Coastal Queensland and New South Wales,Cyclone,1950,1950,1/16/1950 0:00,1/19/1950 0:00,-17.70944595,140.020752,New South Wales;Queensland,7.0,0.0,100.0,0.0,0.0,0.0,0.0,75.0,http://www.emknowledge.gov.au/resource/?id=433
434,Cyclone Nancy,Cyclone,1990,1990,2/3/1990 0:00,2/7/1990 0:00,-28.63967705,153.6139374,Queensland,6.0,0.0,0.0,0.0,33000000.0,0.0,0.0,60.0,http://www.emknowledge.gov.au/resource/?id=434
439,Environmental - South-West Western Australia Drought,Environmental,2000,2000,4/1/2000 0:00,8/22/2001 0:00,-21.93014717,114.1222,Western Australia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,http://www.emknowledge.gov.au/resource/?id=439
442,Bushfire - Victoria,Bushfire,2005,2000,12/31/2005 0:00,1/31/2006 0:00,-37.0141716,142.7177734,Victoria,4.0,6.0,0.0,0.0,22400000.0,57.0,359.0,884.0,http://www.emknowledge.gov.au/resource/?id=442
445,Cyclone - The Great Gold Coast Cyclone,Cyclone,1954,1950,2/20/1954 0:00,2/24/1954 0:00,-28.16656685,153.538147,Queensland;New South Wales,26.0,0.0,0.0,0.0,0.0,0.0,0.0,260.0,http://www.emknowledge.gov.au/resource/?id=445
446,Severe Storm - Warwick,Severe Storm,1998,1990,10/13/1998 0:00,10/13/1998 0:00,-33.91352081,150.9316711,Queensland,0.0,0.0,0.0,0.0,23000000.0,0.0,0.0,0.0,http://www.emknowledge.gov.au/resource/?id=446
448,Cyclone Larry,Cyclone,2006,2000,3/20/2006 0:00,3/20/2006 0:00,-17.51965332,146.0728455,Queensland,0.0,30.0,0.0,0.0,540000000.0,0.0,0.0,60.0,http://www.emknowledge.gov.au/resource/?id=448
451,Tornado - Kin Kin,Tornado,1971,1970,8/14/1971 0:00,8/14/1971 0:00,-27.47023964,153.0235443,Queensland,3.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,http://www.emknowledge.gov.au/resource/?id=451
452,Severe Storm - Sydney Feb 1992,Severe Storm,1992,1990,2/12/1992 0:00,2/13/1992 0:00,-33.73226166,151.1278381,New South Wales,0.0,1.0,0.0,0.0,118000000.0,0.0,0.0,2.0,http://www.emknowledge.gov.au/resource/?id=452
458,Cyclone Alby,Cyclone,1978,1970,3/27/1978 0:00,4/4/1978 0:00,-20.31162643,118.5752563,Western Australia,5.0,0.0,0.0,20.0,13000000.0,0.0,0.0,54.0,http://www.emknowledge.gov.au/resource/?id=458
460,Hail - Port Broughton,Hail,1979,1970,11/14/1979 0:00,11/14/1979 0:00,-33.60050201,137.9333191,South Australia,0.0,71.0,0.0,150.0,10000000.0,0.0,0.0,172.0,http://www.emknowledge.gov.au/resource/?id=460
465,Earthquake - Tennant Creek,Earthquake,1988,1980,1/22/1988 0:00,1/22/1988 0:00,-19.64363861,134.1915588,Northern Territory,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,http://www.emknowledge.gov.au/resource/?id=465
466,Cyclone Broome,Cyclone,1910,1910,11/19/1910 0:00,11/19/1910 0:00,-17.95405579,122.2489929,Western Australia,40.0,0.0,0.0,0.0,0.0,20.0,0.0,440.0,http://www.emknowledge.gov.au/resource/?id=466
469,Bushfire - Cootamundra and Deniliquin Regions,Bushfire,1987,1980,1/17/1987 0:00,1/20/1987 0:00,-34.63893127,148.0243835,New South Wales,3.0,20.0,0.0,0.0,0.0,0.0,0.0,70.0,http://www.emknowledge.gov.au/resource/?id=469
471,Hail - Brighton,Hail,1980,1980,12/16/1980 0:00,12/16/1980 0:00,-27.30474854,153.0626831,Queensland,0.0,0.0,0.0,0.0,15000000.0,0.0,0.0,0.0,http://www.emknowledge.gov.au/resource/?id=471
472,Hail - Armidale and Tamworth,Hail,1996,1990,9/29/1996 0:00,9/29/1996 0:00,-30.51434326,151.6669617,New South Wales,0.0,10.0,0.0,0.0,104000000.0,0.0,0.0,20.0,http://www.emknowledge.gov.au/resource/?id=472
474,Cyclone Leonta,Cyclone,1903,1900,3/9/1903 0:00,3/9/1903 0:00,-19.25200272,146.8206024,Queensland,10.0,0.0,0.0,0.0,0.0,0.0,2.0,104.0,http://www.emknowledge.gov.au/resource/?id=474
476,"Bushfire - Sydney, Hunter, Pilliga",Bushfire,1997,1990,11/20/1997 0:00,12/20/1997 0:00,-30.34799194,148.890152,New South Wales,4.0,0.0,0.0,0.0,0.0,10.0,0.0,60.0,http://www.emknowledge.gov.au/resource/?id=476
